chr1	1291927	1295927	NM_001282585	-	1293927	chr1	1293791	1293800	M72620	+	1293795	9
chr1	1291927	1295927	NM_001282585	-	1293927	chr1	1293793	1293802	M84130	-	1293797	9
chr1	1292174	1296174	NM_032348	-	1294174	chr1	1293791	1293800	M72620	+	1293795	9
chr1	1292174	1296174	NM_032348	-	1294174	chr1	1293793	1293802	M84130	-	1293797	9
chr1	1340693	1344693	NM_017971	-	1342693	chr1	1341811	1341820	M32504	+	1341815	9
chr1	1368902	1372902	NM_022834	+	1370902	chr1	1372459	1372468	M79291	+	1372463	9
chr1	1368902	1372902	NM_022834	+	1370902	chr1	1372461	1372470	M56235	-	1372465	9
chr1	1405163	1409163	NM_031921	+	1407163	chr1	1407798	1407807	M52529	+	1407802	9
chr1	1405163	1409163	NM_031921	+	1407163	chr1	1407800	1407809	M39365	-	1407804	9
chr1	1445522	1449522	NM_001170535	+	1447522	chr1	1448182	1448191	M52538	+	1448186	9
chr1	1445522	1449522	NM_001170535	+	1447522	chr1	1448184	1448193	M39370	-	1448188	9
chr1	1445909	1449909	NM_001170536	+	1447909	chr1	1448182	1448191	M52538	+	1448186	9
chr1	1445909	1449909	NM_001170536	+	1447909	chr1	1448184	1448193	M39370	-	1448188	9
chr1	1473740	1477740	NM_001114748	-	1475740	chr1	1473850	1473859	M56241	+	1473854	9
chr1	1565559	1569559	NM_006983	+	1567559	chr1	1569147	1569156	M79299	+	1569151	9
chr1	1565559	1569559	NM_006983	+	1567559	chr1	1569149	1569158	M37526	-	1569153	9
chr1	1688081	1692081	NM_001198995	-	1690081	chr1	1691478	1691487	M42777	+	1691482	9
chr1	1688081	1692081	NM_001198995	-	1690081	chr1	1691480	1691489	M14377	-	1691484	9
chr1	1707909	1711909	NM_023018	-	1709909	chr1	1709943	1709952	M45073	+	1709947	9
chr1	1707909	1711909	NM_023018	-	1709909	chr1	1709945	1709954	M72650	-	1709949	9
chr1	1707909	1711909	NM_023018	-	1709909	chr1	1710308	1710317	M6309	+	1710312	9
chr1	1707909	1711909	NM_023018	-	1709909	chr1	1710310	1710319	M7528	-	1710314	9
chr1	1708297	1712297	NM_001198993	-	1710297	chr1	1709943	1709952	M45073	+	1709947	9
chr1	1708297	1712297	NM_001198993	-	1710297	chr1	1709945	1709954	M72650	-	1709949	9
chr1	1708297	1712297	NM_001198993	-	1710297	chr1	1710308	1710317	M6309	+	1710312	9
chr1	1708297	1712297	NM_001198993	-	1710297	chr1	1710310	1710319	M7528	-	1710314	9
chr1	1709508	1713508	NM_001198994	-	1711508	chr1	1709943	1709952	M45073	+	1709947	9
chr1	1709508	1713508	NM_001198994	-	1711508	chr1	1709945	1709954	M72650	-	1709949	9
chr1	1709508	1713508	NM_001198994	-	1711508	chr1	1710308	1710317	M6309	+	1710312	9
chr1	1709508	1713508	NM_001198994	-	1711508	chr1	1710310	1710319	M7528	-	1710314	9
chr1	1848740	1852740	NM_178545	-	1850740	chr1	1850331	1850340	M72657	+	1850335	9
chr1	1848740	1852740	NM_178545	-	1850740	chr1	1850333	1850342	M84166	-	1850337	9
chr1	1979908	1983908	NM_002744	+	1981908	chr1	1980919	1980928	M68100	+	1980923	9
chr1	1979908	1983908	NM_002744	+	1981908	chr1	1980921	1980930	M62313	-	1980925	9
chr1	2124214	2128214	NM_001256947	-	2126214	chr1	2126073	2126082	M68104	+	2126077	9
chr1	2124214	2128214	NM_001256947	-	2126214	chr1	2126789	2126798	M302	+	2126793	9
chr1	2124214	2128214	NM_001256947	-	2126214	chr1	2126791	2126800	M10673	-	2126795	9
chr1	2137172	2141172	NM_001146310	-	2139172	chr1	2139130	2139139	M48985	+	2139134	9
chr1	2137172	2141172	NM_001146310	-	2139172	chr1	2139132	2139141	M58253	-	2139136	9
chr1	2342010	2346010	NM_002617	-	2344010	chr1	2345498	2345507	M9072	+	2345502	9
chr1	2342010	2346010	NM_002617	-	2344010	chr1	2345500	2345509	M52641	-	2345504	9
chr1	2396897	2400897	NM_001303012	+	2398897	chr1	2400855	2400864	M32250	-	2400859	9
chr1	2456067	2460067	NM_018216	-	2458067	chr1	2458375	2458384	M22719	+	2458379	9
chr1	2459684	2463684	NM_001010926	-	2461684	chr1	2462368	2462377	M52647	+	2462372	9
chr1	2459684	2463684	NM_001010926	-	2461684	chr1	2462370	2462379	M52648	-	2462374	9
chr1	2516188	2520188	NM_001195741	+	2518188	chr1	2517543	2517552	M363	+	2517547	9
chr1	2936045	2940045	NM_080431	+	2938045	chr1	2938794	2938803	M52683	+	2938798	9
chr1	2936045	2940045	NM_080431	+	2938045	chr1	2938796	2938805	M4402	-	2938800	9
chr1	3526059	3530059	NM_001409	-	3528059	chr1	3527903	3527912	M45094	-	3527907	9
chr1	3605235	3609235	NM_001126242	+	3607235	chr1	3608268	3608277	M52733	+	3608272	9
chr1	3605235	3609235	NM_001126242	+	3607235	chr1	3608270	3608279	M24179	-	3608274	9
chr1	3687324	3691324	NM_001288583	+	3689324	chr1	3688704	3688713	M28669	+	3688708	9
chr1	3687324	3691324	NM_001288583	+	3689324	chr1	3688706	3688715	M65255	-	3688710	9
chr1	3687350	3691350	NM_001163724	+	3689350	chr1	3688704	3688713	M28669	+	3688708	9
chr1	3687350	3691350	NM_001163724	+	3689350	chr1	3688706	3688715	M65255	-	3688710	9
chr1	3771797	3775797	NM_014704	-	3773797	chr1	3774850	3774859	M32259	-	3774854	9
chr1	3771830	3775830	NM_004402	+	3773830	chr1	3774850	3774859	M32259	-	3774854	9
chr1	6238194	6242194	NM_015557	-	6240194	chr1	6240957	6240966	M56380	+	6240961	9
chr1	6238194	6242194	NM_015557	-	6240194	chr1	6240959	6240968	M21328	-	6240963	9
chr1	6257679	6261679	NM_000983	-	6259679	chr1	6259573	6259582	M56381	+	6259577	9
chr1	6257679	6261679	NM_000983	-	6259679	chr1	6259575	6259584	M49177	-	6259579	9
chr1	6319035	6323035	NM_207370	-	6321035	chr1	6319353	6319362	M66238	+	6319357	9
chr1	6417004	6421004	NM_181866	-	6419004	chr1	6417818	6417827	M49184	+	6417822	9
chr1	6451826	6455826	NM_007274	-	6453826	chr1	6454334	6454343	M72828	+	6454338	9
chr1	6451826	6455826	NM_007274	-	6453826	chr1	6454336	6454345	M45928	-	6454340	9
chr1	6524255	6528255	NM_003790	-	6526255	chr1	6525656	6525665	M9179	+	6525660	9
chr1	6524255	6528255	NM_003790	-	6526255	chr1	6525658	6525667	M24233	-	6525662	9
chr1	6660958	6664958	NM_014851	-	6662958	chr1	6662380	6662389	M9181	+	6662384	9
chr1	6660958	6664958	NM_014851	-	6662958	chr1	6662382	6662391	M4444	-	6662386	9
chr1	6660958	6664958	NM_014851	-	6662958	chr1	6664108	6664117	M9182	+	6664112	9
chr1	6660958	6664958	NM_014851	-	6662958	chr1	6664110	6664119	M42926	-	6664114	9
chr1	6843383	6847383	NM_015215	+	6845383	chr1	6844442	6844451	M66244	+	6844446	9
chr1	6843383	6847383	NM_015215	+	6845383	chr1	6844444	6844453	M82327	-	6844448	9
chr1	7842488	7846488	NM_001289864	+	7844488	chr1	7843978	7843987	M25848	+	7843982	9
chr1	7842488	7846488	NM_001289864	+	7844488	chr1	7843980	7843989	M14573	-	7843984	9
chr1	8937151	8941151	NM_001428	-	8939151	chr1	8938511	8938520	M66279	-	8938515	9
chr1	8937151	8941151	NM_001428	-	8939151	chr1	8939336	8939345	M28757	+	8939340	9
chr1	8937151	8941151	NM_001428	-	8939151	chr1	8939338	8939347	M45130	-	8939342	9
chr1	8937151	8941151	NM_001428	-	8939151	chr1	8939534	8939543	M72870	+	8939538	9
chr1	8937151	8941151	NM_001428	-	8939151	chr1	8939536	8939545	M68247	-	8939540	9
chr1	9084404	9088404	NM_207420	-	9086404	chr1	9086925	9086934	M81528	-	9086929	9
chr1	9297902	9301902	NM_001282587	+	9299902	chr1	9298214	9298223	M31192	+	9298218	9
chr1	9297902	9301902	NM_001282587	+	9299902	chr1	9298216	9298225	M35547	-	9298220	9
chr1	9709789	9713789	NM_005026	+	9711789	chr1	9713132	9713141	M65305	+	9713136	9
chr1	11118091	11122091	NM_003132	-	11120091	chr1	11120266	11120275	M747	+	11120270	9
chr1	11118091	11122091	NM_003132	-	11120091	chr1	11120268	11120277	M24294	-	11120272	9
chr1	11331254	11335254	NM_013319	+	11333254	chr1	11333572	11333581	M31212	+	11333576	9
chr1	11331254	11335254	NM_013319	+	11333254	chr1	11333574	11333583	M52999	-	11333578	9
chr1	11537294	11541294	NM_020780	+	11539294	chr1	11540521	11540530	M56476	-	11540525	9
chr1	11712431	11716431	NM_001304791	+	11714431	chr1	11715949	11715958	M66327	-	11715953	9
chr1	11712888	11716888	NM_012168	-	11714888	chr1	11715949	11715958	M66327	-	11715953	9
chr1	11712913	11716913	NM_183413	+	11714913	chr1	11715949	11715958	M66327	-	11715953	9
chr1	11749678	11753678	NM_001127325	-	11751678	chr1	11750044	11750053	M31215	+	11750048	9
chr1	11749678	11753678	NM_001127325	-	11751678	chr1	11750046	11750055	M14678	-	11750050	9
chr1	11749780	11753780	NM_198545	+	11751780	chr1	11750044	11750053	M31215	+	11750048	9
chr1	11749780	11753780	NM_198545	+	11751780	chr1	11750046	11750055	M14678	-	11750050	9
chr1	11820249	11824249	NM_001010881	+	11822249	chr1	11822135	11822144	M38191	+	11822139	9
chr1	11820249	11824249	NM_001010881	+	11822249	chr1	11822137	11822146	M49348	-	11822141	9
chr1	11905840	11909840	NM_006172	-	11907840	chr1	11908347	11908356	M4475	+	11908351	9
chr1	11905840	11909840	NM_006172	-	11907840	chr1	11908349	11908358	M7710	-	11908353	9
chr1	12077298	12081298	NM_021933	+	12079298	chr1	12079661	12079670	M72939	+	12079665	9
chr1	12121433	12125433	NM_001243	+	12123433	chr1	12123577	12123586	M65317	+	12123581	9
chr1	12121433	12125433	NM_001243	+	12123433	chr1	12123579	12123588	M56484	-	12123583	9
chr1	12121433	12125433	NM_001243	+	12123433	chr1	12124301	12124310	M33135	+	12124305	9
chr1	12121433	12125433	NM_001243	+	12123433	chr1	12124303	12124312	M58481	-	12124307	9
chr1	12774117	12778117	NM_001103170	+	12776117	chr1	12774684	12774693	M84525	-	12774688	9
chr1	14024734	14028734	NM_001135610	+	14026734	chr1	14024942	14024951	M49403	+	14024946	9
chr1	14024734	14028734	NM_001135610	+	14026734	chr1	14026049	14026058	M77993	+	14026053	9
chr1	14024734	14028734	NM_001135610	+	14026734	chr1	14027162	14027171	M25927	+	14027166	9
chr1	14024734	14028734	NM_001135610	+	14026734	chr1	14027164	14027173	M24324	-	14027168	9
chr1	14923212	14927212	NM_015209	+	14925212	chr1	14926932	14926941	M56517	+	14926936	9
chr1	15496120	15500120	NM_001278502	-	15498120	chr1	15499080	15499089	M58533	+	15499084	9
chr1	15496120	15500120	NM_001278502	-	15498120	chr1	15499082	15499091	M84582	-	15499086	9
chr1	16060808	16064808	NM_207348	+	16062808	chr1	16060877	16060886	M914	+	16060881	9
chr1	16060808	16064808	NM_207348	+	16062808	chr1	16060879	16060888	M24344	-	16060883	9
chr1	16368230	16372230	NM_000085	+	16370230	chr1	16369419	16369428	M81574	+	16369423	9
chr1	16398127	16402127	NM_182623	-	16400127	chr1	16399253	16399262	M60757	+	16399257	9
chr1	16398127	16402127	NM_182623	-	16400127	chr1	16399255	16399264	M24347	-	16399259	9
chr1	17088975	17092975	NM_001271733	-	17090975	chr1	17092826	17092835	M33214	+	17092830	9
chr1	17246444	17250444	NM_014675	+	17248444	chr1	17249686	17249695	M75365	+	17249690	9
chr1	17246444	17250444	NM_014675	+	17248444	chr1	17249688	17249697	M7773	-	17249692	9
chr1	17306081	17310081	NM_001135247	-	17308081	chr1	17309561	17309570	M75367	+	17309565	9
chr1	17306081	17310081	NM_001135247	-	17308081	chr1	17309563	17309572	M43124	-	17309567	9
chr1	17763059	17767059	NM_001136204	-	17765059	chr1	17765884	17765893	M31257	+	17765888	9
chr1	17763059	17767059	NM_001136204	-	17765059	chr1	17765886	17765895	M70679	-	17765890	9
chr1	17764250	17768250	NM_018715	-	17766250	chr1	17765884	17765893	M31257	+	17765888	9
chr1	17764250	17768250	NM_018715	-	17766250	chr1	17765886	17765895	M70679	-	17765890	9
chr1	18079807	18083807	NM_030812	+	18081807	chr1	18081818	18081827	M33235	-	18081822	9
chr1	18079807	18083807	NM_030812	+	18081807	chr1	18081844	18081853	M58578	+	18081848	9
chr1	19534746	19538746	NM_020765	-	19536746	chr1	19536126	19536135	M66426	-	19536130	9
chr1	19576053	19580053	NM_015047	-	19578053	chr1	19578310	19578319	M65374	+	19578314	9
chr1	19576074	19580074	NM_016183	+	19578074	chr1	19578310	19578319	M65374	+	19578314	9
chr1	20124410	20128410	NM_181719	-	20126410	chr1	20125909	20125918	M1059	+	20125913	9
chr1	20124410	20128410	NM_181719	-	20126410	chr1	20125911	20125920	M24387	-	20125915	9
chr1	20139771	20143771	NM_019062	-	20141771	chr1	20141142	20141151	M39924	+	20141146	9
chr1	20139771	20143771	NM_019062	-	20141771	chr1	20141144	20141153	M30127	-	20141148	9
chr1	20248110	20252110	NM_014589	-	20250110	chr1	20250032	20250041	M46239	+	20250036	9
chr1	20248110	20252110	NM_014589	-	20250110	chr1	20250034	20250043	M73083	-	20250038	9
chr1	20444059	20448059	NM_012400	-	20446059	chr1	20447906	20447915	M1077	+	20447910	9
chr1	20444059	20448059	NM_012400	-	20446059	chr1	20447908	20447917	M14906	-	20447912	9
chr1	20463822	20467822	NM_022819	+	20465822	chr1	20466127	20466136	M35712	+	20466131	9
chr1	20463822	20467822	NM_022819	+	20465822	chr1	20466129	20466138	M10971	-	20466133	9
chr1	20463822	20467822	NM_022819	+	20465822	chr1	20467544	20467553	M1078	-	20467548	9
chr1	20510570	20514570	NM_152376	+	20512570	chr1	20512545	20512554	M68461	+	20512549	9
chr1	20510570	20514570	NM_152376	+	20512570	chr1	20512547	20512556	M27429	-	20512551	9
chr1	20876931	20880931	NM_207334	+	20878931	chr1	20880109	20880118	M37621	+	20880113	9
chr1	20876931	20880931	NM_207334	+	20878931	chr1	20880111	20880120	M45171	-	20880115	9
chr1	20913443	20917443	NM_001785	+	20915443	chr1	20913524	20913533	M38276	+	20913528	9
chr1	20957947	20961947	NM_032409	+	20959947	chr1	20958207	20958216	M73097	+	20958211	9
chr1	20957947	20961947	NM_032409	+	20959947	chr1	20958209	20958218	M46273	-	20958213	9
chr1	20957947	20961947	NM_032409	+	20959947	chr1	20959821	20959830	M53253	+	20959825	9
chr1	20957947	20961947	NM_032409	+	20959947	chr1	20959823	20959832	M43188	-	20959827	9
chr1	21042510	21046510	NM_001122819	-	21044510	chr1	21044017	21044026	M35717	+	21044021	9
chr1	21042510	21046510	NM_001122819	-	21044510	chr1	21044019	21044028	M60820	-	21044023	9
chr1	21604183	21608183	NM_001113347	-	21606183	chr1	21607275	21607284	M18353	+	21607279	9
chr1	21604183	21608183	NM_001113347	-	21606183	chr1	21607277	21607286	M1111	-	21607281	9
chr1	21764582	21768582	NM_032264	+	21766582	chr1	21765590	21765599	M84723	+	21765594	9
chr1	21764582	21768582	NM_032264	+	21766582	chr1	21765592	21765601	M62849	-	21765596	9
chr1	21833857	21837857	NM_001177520	+	21835857	chr1	21835391	21835400	M79722	+	21835395	9
chr1	22261790	22265790	NM_005529	-	22263790	chr1	22263007	22263016	M43203	+	22263011	9
chr1	22261790	22265790	NM_005529	-	22263790	chr1	22263009	22263018	M24417	-	22263013	9
chr1	22968117	22972117	NM_172369	+	22970117	chr1	22968897	22968906	M84750	+	22968901	9
chr1	22968117	22972117	NM_172369	+	22970117	chr1	22968899	22968908	M58667	-	22968903	9
chr1	24511765	24515765	NM_173064	-	24513765	chr1	24512724	24512733	M49663	-	24512728	9
chr1	24739587	24743587	NM_001199012	-	24741587	chr1	24743095	24743104	M38314	+	24743099	9
chr1	24739587	24743587	NM_001199012	-	24741587	chr1	24743097	24743106	M33359	-	24743101	9
chr1	24740244	24744244	NM_020448	+	24742244	chr1	24743095	24743104	M38314	+	24743099	9
chr1	24740244	24744244	NM_020448	+	24742244	chr1	24743097	24743106	M33359	-	24743101	9
chr1	24967593	24971593	NM_005839	+	24969593	chr1	24968272	24968281	M22999	+	24968276	9
chr1	24968049	24972049	NM_001303449	+	24970049	chr1	24968272	24968281	M22999	+	24968276	9
chr1	26230644	26234644	NM_203401	-	26232644	chr1	26232996	26233005	M81622	+	26233000	9
chr1	26230644	26234644	NM_203401	-	26232644	chr1	26232998	26233007	M81623	-	26233002	9
chr1	26230644	26234644	NM_203401	-	26232644	chr1	26233783	26233792	M82588	+	26233787	9
chr1	26230644	26234644	NM_203401	-	26232644	chr1	26233785	26233794	M82589	-	26233789	9
chr1	26230993	26234993	NM_001145454	-	26232993	chr1	26232996	26233005	M81622	+	26233000	9
chr1	26230993	26234993	NM_001145454	-	26232993	chr1	26232998	26233007	M81623	-	26233002	9
chr1	26230993	26234993	NM_001145454	-	26232993	chr1	26233783	26233792	M82588	+	26233787	9
chr1	26230993	26234993	NM_001145454	-	26232993	chr1	26233785	26233794	M82589	-	26233789	9
chr1	26231368	26235368	NM_203399	-	26233368	chr1	26232996	26233005	M81622	+	26233000	9
chr1	26231368	26235368	NM_203399	-	26233368	chr1	26232998	26233007	M81623	-	26233002	9
chr1	26231368	26235368	NM_203399	-	26233368	chr1	26233783	26233792	M82588	+	26233787	9
chr1	26231368	26235368	NM_203399	-	26233368	chr1	26233785	26233794	M82589	-	26233789	9
chr1	26697266	26701266	NM_173574	-	26699266	chr1	26700971	26700980	M75566	+	26700975	9
chr1	26697266	26701266	NM_173574	-	26699266	chr1	26700973	26700982	M53397	-	26700977	9
chr1	26756772	26760772	NM_024887	+	26758772	chr1	26758605	26758614	M46420	+	26758609	9
chr1	26756772	26760772	NM_024887	+	26758772	chr1	26758607	26758616	M27500	-	26758611	9
chr1	26854248	26858248	NM_002953	+	26856248	chr1	26854607	26854616	M33400	+	26854611	9
chr1	27238567	27242567	NM_021969	-	27240567	chr1	27240629	27240638	M26083	+	27240633	9
chr1	27238567	27242567	NM_021969	-	27240567	chr1	27240631	27240640	M40093	-	27240635	9
chr1	27238567	27242567	NM_021969	-	27240567	chr1	27241892	27241901	M40094	+	27241896	9
chr1	27238567	27242567	NM_021969	-	27240567	chr1	27241894	27241903	M15063	-	27241898	9
chr1	27246212	27250212	NM_006600	+	27248212	chr1	27248823	27248832	M38347	-	27248827	9
chr1	28050489	28054489	NM_001143914	+	28052489	chr1	28052826	28052835	M66550	+	28052830	9
chr1	28259465	28263465	NM_001304579	+	28261465	chr1	28261600	28261609	M49755	+	28261604	9
chr1	28259465	28263465	NM_001304579	+	28261465	chr1	28261602	28261611	M27519	-	28261606	9
chr1	28259465	28263465	NM_001304579	+	28261465	chr1	28262560	28262569	M49756	-	28262564	9
chr1	28916711	28920711	NM_152304	+	28918711	chr1	28916945	28916954	M9434	+	28916949	9
chr1	28916711	28920711	NM_152304	+	28918711	chr1	28916947	28916956	M7878	-	28916951	9
chr1	29136653	29140653	NM_000911	+	29138653	chr1	29138626	29138635	M1317	+	29138630	9
chr1	29136653	29140653	NM_000911	+	29138653	chr1	29138628	29138637	M11078	-	29138632	9
chr1	29211602	29215602	NM_004437	+	29213602	chr1	29211664	29211673	M18542	+	29211668	9
chr1	29211602	29215602	NM_004437	+	29213602	chr1	29211666	29211675	M15106	-	29211670	9
chr1	29239087	29243087	NM_001166006	+	29241087	chr1	29240764	29240773	M26098	+	29240768	9
chr1	29239087	29243087	NM_001166006	+	29241087	chr1	29240766	29240775	M43311	-	29240770	9
chr1	29447013	29451013	NM_001171868	-	29449013	chr1	29448770	29448779	M65429	+	29448774	9
chr1	29447013	29451013	NM_001171868	-	29449013	chr1	29448772	29448781	M63009	-	29448776	9
chr1	29448421	29452421	NM_001003682	-	29450421	chr1	29448770	29448779	M65429	+	29448774	9
chr1	29448421	29452421	NM_001003682	-	29450421	chr1	29448772	29448781	M63009	-	29448776	9
chr1	29555470	29559470	NM_016011	-	29557470	chr1	29556408	29556417	M78156	+	29556412	9
chr1	31710734	31714734	NM_024522	-	31712734	chr1	31712786	31712795	M12948	+	31712790	9
chr1	31710734	31714734	NM_024522	-	31712734	chr1	31712788	31712797	M15174	-	31712792	9
chr1	32167768	32171768	NM_001856	-	32169768	chr1	32171358	32171367	M82674	-	32171362	9
chr1	32643344	32647344	NM_175852	+	32645344	chr1	32645562	32645571	M45216	+	32645566	9
chr1	32643344	32647344	NM_175852	+	32645344	chr1	32645564	32645573	M73277	-	32645568	9
chr1	32799840	32803840	NM_023009	-	32801840	chr1	32802533	32802542	M75688	+	32802537	9
chr1	32799840	32803840	NM_023009	-	32801840	chr1	32802535	32802544	M24533	-	32802539	9
chr1	32825844	32829844	NM_001167676	-	32827844	chr1	32827085	32827094	M66620	+	32827089	9
chr1	32825861	32829861	NM_052841	+	32827861	chr1	32827085	32827094	M66620	+	32827089	9
chr1	33205511	33209511	NM_020888	+	33207511	chr1	33209448	33209457	M56780	+	33209452	9
chr1	33784699	33788699	NM_001080438	-	33786699	chr1	33785220	33785229	M45221	+	33785224	9
chr1	33784699	33788699	NM_001080438	-	33786699	chr1	33785222	33785231	M27573	-	33785226	9
chr1	33784699	33788699	NM_001080438	-	33786699	chr1	33787782	33787791	M45222	+	33787786	9
chr1	33784699	33788699	NM_001080438	-	33786699	chr1	33787784	33787793	M27574	-	33787788	9
chr1	34629443	34633443	NM_052896	-	34631443	chr1	34633192	34633201	M68695	-	34633196	9
chr1	34630483	34634483	NM_032884	+	34632483	chr1	34633192	34633201	M68695	-	34633196	9
chr1	35223341	35227341	NM_153212	+	35225341	chr1	35227071	35227080	M45228	-	35227075	9
chr1	35223341	35227341	NM_153212	+	35225341	chr1	35227134	35227143	M27591	-	35227138	9
chr1	36182790	36186790	NM_152374	-	36184790	chr1	36184507	36184516	M75775	+	36184511	9
chr1	36182790	36186790	NM_152374	-	36184790	chr1	36184509	36184518	M7959	-	36184513	9
chr1	36588685	36592685	NM_005202	-	36590685	chr1	36589193	36589202	M1526	+	36589197	9
chr1	36588685	36592685	NM_005202	-	36590685	chr1	36589195	36589204	M24572	-	36589199	9
chr1	38257773	38261773	NM_001113482	+	38259773	chr1	38261536	38261545	M29037	+	38261540	9
chr1	38257773	38261773	NM_001113482	+	38259773	chr1	38261538	38261547	M33598	-	38261542	9
chr1	38259159	38263159	NM_152496	+	38261159	chr1	38261536	38261545	M29037	+	38261540	9
chr1	38259159	38263159	NM_152496	+	38261159	chr1	38261538	38261547	M33598	-	38261542	9
chr1	38510450	38514450	NM_002699	-	38512450	chr1	38512747	38512756	M4598	+	38512751	9
chr1	38510450	38514450	NM_002699	-	38512450	chr1	38512749	38512758	M24597	-	38512753	9
chr1	39337050	39341050	NM_012333	-	39339050	chr1	39337368	39337377	M63263	+	39337372	9
chr1	39337050	39341050	NM_012333	-	39339050	chr1	39337370	39337379	M50054	-	39337374	9
chr1	39489966	39493966	NM_004552	+	39491966	chr1	39491343	39491352	M26189	+	39491347	9
chr1	39489966	39493966	NM_004552	+	39491966	chr1	39491345	39491354	M11212	-	39491349	9
chr1	40103348	40107348	NM_014571	-	40105348	chr1	40103704	40103713	M13053	+	40103708	9
chr1	40103348	40107348	NM_014571	-	40105348	chr1	40103706	40103715	M11219	-	40103710	9
chr1	40155157	40159157	NM_001282397	-	40157157	chr1	40158164	40158173	M29057	+	40158168	9
chr1	40155157	40159157	NM_001282397	-	40157157	chr1	40158166	40158175	M65492	-	40158170	9
chr1	40155382	40159382	NM_016257	-	40157382	chr1	40158164	40158173	M29057	+	40158168	9
chr1	40155382	40159382	NM_016257	-	40157382	chr1	40158166	40158175	M65492	-	40158170	9
chr1	40365687	40369687	NM_005376	-	40367687	chr1	40366444	40366453	M85113	-	40366448	9
chr1	41452119	41456119	NM_001301237	+	41454119	chr1	41452775	41452784	M66757	+	41452779	9
chr1	42628395	42632395	NM_033553	-	42630395	chr1	42629627	42629636	M1690	-	42629631	9
chr1	42798636	42802636	NM_001198851	-	42800636	chr1	42800110	42800119	M61088	+	42800114	9
chr1	42798636	42802636	NM_001198851	-	42800636	chr1	42800112	42800121	M8029	-	42800116	9
chr1	42798886	42802886	NM_001198852	-	42800886	chr1	42800110	42800119	M61088	+	42800114	9
chr1	42798886	42802886	NM_001198852	-	42800886	chr1	42800112	42800121	M8029	-	42800116	9
chr1	42798903	42802903	NM_014947	-	42800903	chr1	42800110	42800119	M61088	+	42800114	9
chr1	42798903	42802903	NM_014947	-	42800903	chr1	42800112	42800121	M8029	-	42800116	9
chr1	42799548	42803548	NM_001198850	-	42801548	chr1	42800110	42800119	M61088	+	42800114	9
chr1	42799548	42803548	NM_001198850	-	42801548	chr1	42800112	42800121	M8029	-	42800116	9
chr1	43203925	43207925	NM_001185117	-	43205925	chr1	43207289	43207298	M18888	+	43207293	9
chr1	43203925	43207925	NM_001185117	-	43205925	chr1	43207291	43207300	M71065	-	43207295	9
