chr22	30661921	30661933	+	M00055	0.737562	2.985173	0.88536965689		902	4.30230888267	oncostatin-M preproprotein	107685	0.330194805195	OSM	36362
chr22	30661921	30661933	-	M00055	0.749905	2.985173	0.907334148841		902	4.47235711397	oncostatin-M preproprotein	105942	0.393979637008	OSM	36362
chr15	74499488	74499500	+	M00055	0.921789	2.205852	0.920053576281		901	4.57083042008	stimulated by retinoic acid gene 6 protein	105260	0.392508143322	STRA6	27673
chr6	161413715	161413727	+	M00055	0.97742	2.585364	0.928969859687		900	4.63985993491	mitogen-activated protein kinase kinase kinase 4	104700	0.39489885664	MAP3K4	10994
chr20	6749637	6749649	-	M00055	1.006474	2.994603	0.883938659466		899	4.291230157	bone morphogenetic protein 2 preproprotein	107813	0.271819366044	BMP2	34854
chr20	6749637	6749649	+	M00055	1.017403	2.994603	0.903863370228		899	4.44548648269	bone morphogenetic protein 2 preproprotein	106140	0.324316939891	BMP2	34854
chr8	75232659	75232671	+	M00055	0.292069	3.077268	0.890014215984		897	4.33826687619	junctophilin-1	107366	0.439334381551	JPH1	15420
chr11	118134352	118134364	-	M00055	1.011702	2.225764	0.901801337365		893	4.42952230551	myelin protein zero-like protein 2 precursor	106313	0.315885416667	MPZL2	22922
chr11	118134352	118134364	+	M00055	1.01816	2.225764	0.945733109829		893	4.76964035705	myelin protein zero-like protein 2 precursor	104050	0.419795221843	MPZL2	22922
chr13	77900283	77900295	+	M00055	0.7617	2.416256	0.910121628785		888	4.49393767387	probable E3 ubiquitin-protein ligase MYCBP2	105799	0.396696137738	MYCBP2	25141
chr1	110164156	110164168	+	M00055	1.018825	2.734711	0.918446499199		887	4.55838849263	AMP deaminase 2 isoform 1	105305	0.36275862069	AMPD2	2299
chr7	92465048	92465060	+	M00055	1.578111	2.870297	0.893192334807		887	4.3628717469	cyclin-dependent kinase 6	107033	0.201622971286	CDK6	12738
chr1	27720031	27720043	-	M00055	0.931536	2.255311	0.925021394947		886	4.60929107646	G-protein coupled receptor 3	104963	0.403361344538	GPR3	1582
chr3	53529910	53529922	+	M00055	2.028671	3.630674	0.943526587683		886	4.75255754952	voltage-dependent L-type calcium channel subunit	104106	0.212121212121	CACNA1D	6362
chr5	170815585	170815597	+	M00055	1.066666	3.032524	0.885358340683		884	4.30222127304	nucleophosmin isoform 2	107694	0.270499757399	NPM1	10755
chr5	170815585	170815597	-	M00055	1.086121	3.032524	0.91545227511		884	4.53520732769	nucleophosmin isoform 2	105494	0.332759807295	NPM1	10755
chr17	40828159	40828171	-	M00055	0.0118	2.885314	0.882915641218		883	4.28330999002	pleckstrin homology domain-containing family H	107941	0.48295579503	PLEKHH3	30698
chr5	77657209	77657221	-	M00055	0.984545	2.572444	0.917712524472		877	4.5527060892	secretory carrier-associated membrane protein 1	105323	0.365710560626	SCAMP1	9614
chr12	101189242	101189254	-	M00055	0.101153	1.958986	0.881689563121		875	4.27381774171	anoctamin-4	108057	0.444383380963	ANO4	23581
chr6	73332439	73332451	+	M00055	0.89278	2.181172	0.914166627983		875	4.5252538983	potassium voltage-gated channel subfamily KQT	105555	0.375418994413	KCNQ5	10951
chr5	170815574	170815586	-	M00055	1.077175	3.032524	0.901614437073		873	4.42807533082	nucleophosmin isoform 2	106342	0.305778032037	NPM1	10755
chr5	132388524	132388536	+	M00055	0.436474	3.393131	0.89161019441		869	4.35062287828	heat shock 70 kDa protein 4	107179	0.412734508243	HSPA4	10374
chr19	41108138	41108150	-	M00055	1.04854	1.956074	0.888139796538		868	4.32375519469	latent-transforming growth factor beta-binding	107482	0.280310378274	LTBP4	33387
chr19	41108138	41108150	+	M00055	1.056659	1.956074	0.943869625848		868	4.75521333749	latent-transforming growth factor beta-binding	104103	0.399509803922	LTBP4	33387
chr1	27929271	27929283	-	M00055	0.004428	2.238425	0.882500307885		866	4.28009449573	AT-hook DNA-binding motif-containing protein 1	107946	0.490361445783	AHDC1	313
chr9	6007131	6007143	-	M00055	2.339512	3.593401	0.956656851967		866	4.85421153829	putative uncharacterized protein	103820	0.246913580247	KIAA2026	16259
chr16	18936855	18936867	+	M00055	0.769066	2.038423	0.923944915087		865	4.60095701179	serine/threonine-protein kinase SMG1	105085	0.432907348243	SMG1	27955
chr11	11642693	11642705	+	M00055	0.005015	2.166838	0.881700879328		862	4.27390535134	putative polypeptide	108038	0.474169346195	GALNTL4	20982
chr4	140476718	140476730	+	M00055	1.371876	2.254177	0.93628533233		853	4.69649603588	histone-lysine N-methyltransferase SETD7	104376	0.319218241042	SETD7	9148
chr1	61548822	61548834	+	M00055	0.050245	2.373178	0.883885793264		849	4.29082086894	nuclear factor 1 A-type isoform 2	107827	0.477002468028	NFIA	67
chr1	43148898	43148910	+	M00055	1.024005	2.004898	0.925032711154		839	4.60937868609	nuclease-sensitive element-binding protein 1	104949	0.384046052632	YBX1	1848
chr2	173421611	173421623	-	M00055	0.363562	1.695498	0.927881748137		839	4.63143581816	pyruvate dehydrogenase kinase, isozyme 1	104770	0.488999290277	PDK1	5526
chr18	499887	499899	-	M00055	1.210126	2.916028	0.967355481057		836	4.93703990319	collectin-12	103612	0.406060606061	COLEC12	31502
chr20	61810681	61810693	-	M00055	0.530159	1.911594	0.905272763844		836	4.45639795254		106083	0.462519319938	MIR124-3	35385
chrX	16805380	16805392	-	M00055	1.762509	2.381267	0.97231300772		832	4.97542087929	gamma-taxilin isoform 1	103565	0.198717948718	TXLNG	17850
chr10	128076302	128076314	-	M00055	0.967766	2.945816	0.907769260769		819	4.47572573337	disintegrin and metalloproteinase	105923	0.340726884019	ADAM12	19557
chr15	69112439	69112451	+	M00055	0.007748	1.709089	0.883300457509		816	4.28628922259	acidic leucine-rich nuclear phosphoprotein 32	107858	0.493089612127	ANP32A	26951
chr4	22516851	22516863	-	M00055	0.834541	2.209405	0.888491144799		815	4.32647531908	probable G-protein coupled receptor 125	107468	0.315410199557	GPR125	8194
chr4	22516851	22516863	+	M00055	0.845807	2.209405	0.91010707705		815	4.49382501492	probable G-protein coupled receptor 125	105806	0.369147363233	GPR125	8194
chr17	1927358	1927370	+	M00055	1.963159	3.748587	0.912409635007		814	4.5116513279	reticulon-4 receptor-like 1 precursor	105666	0.18018018018	RTN4RL1	29832
chr9	77642491	77642503	+	M00055	2.002133	2.856241	0.892503906767		813	4.35754196413	hypothetical protein LOC138199	107076	0.154761904762	C9orf41	16546
chr10	124767493	124767505	-	M00055	0.789706	1.842738	0.929301429353		812	4.6424269342	zinc finger protein Pegasus	104659	0.453429297206	IKZF5	20867
chr8	124053831	124053843	+	M00055	0.36883	2.328938	0.885525794763		811	4.30351769594	derlin-1 isoform a	107664	0.401958290946	DERL1	15600
chr8	124053831	124053843	-	M00055	0.36883	2.328938	0.885525794763		811	4.30351769594	derlin-1 isoform a	107665	0.401958290946	DERL1	15600
chr6	121757546	121757558	+	M00055	0.778512	3.675246	0.886136338484		808	4.30824450136	gap junction alpha-1 protein	107630	0.323347107438	GJA1	11306
chr6	121757546	121757558	-	M00055	0.780607	3.675246	0.887765282829		808	4.32085572431	gap junction alpha-1 protein	107526	0.324679820007	GJA1	11306
chr1	41707002	41707014	+	M00055	1.230086	1.524544	0.945335334343		807	4.7665607949	polycomb protein SCMH1 isoform c	104056	0.375241779497	SCMH1	366
chr6	33167621	33167633	-	M00055	2.457269	3.811844	0.960693008036		805	4.88545929956	retinoic acid receptor RXR-beta	103720	0.254098360656	RXRB	12045
chr3	49906559	49906571	-	M00055	1.035652	3.27802	0.911981714047		804	4.50833838069	caM kinase-like vesicle-associated protein	105689	0.333635813672	CAMKV	7161
chr17	1927369	1927381	+	M00055	1.950201	3.748587	0.887031525653		803	4.31517500516	reticulon-4 receptor-like 1 precursor	107566	0.15119047619	RTN4RL1	29832
chr17	1927369	1927381	-	M00055	1.966412	3.748587	0.918780857427		803	4.56097708085	reticulon-4 receptor-like 1 precursor	105295	0.190789473684	RTN4RL1	29832
chrX	153991824	153991836	+	M00055	1.761206	3.201866	0.895569975357		800	4.38127934636	H/ACA ribonucleoprotein complex subunit 4	106789	0.187050359712	DKC1	19134
chrX	153991824	153991836	-	M00055	1.768788	3.201866	0.920851733418		800	4.57700972118	H/ACA ribonucleoprotein complex subunit 4	105227	0.22335600907	DKC1	19134
chr12	104324991	104325003	+	M00055	1.371625	4.389607	0.883206610217		795	4.28556266055		107867	0.208045977011	MIR3652	24650
chr12	104324991	104325003	-	M00055	1.383382	4.389607	0.914955941991		795	4.53136473625		105515	0.266596417281	MIR3652	24650
chr8	27115108	27115120	+	M00055	2.128683	2.765384	0.912698896079		789	4.51389077572	stathmin-4	105643	0.170995670996	STMN4	15202
chr8	27115108	27115120	-	M00055	2.133486	2.765384	0.988380000317		789	5.09981090294	stathmin-4	103492	0.106060606061	STMN4	15202
chr1	224804951	224804963	-	M00055	0.315985	3.005072	0.891434925807		779	4.34926595566	protein cornichon homolog 3	107203	0.443660059734	CNIH3	948
chr12	57081297	57081309	-	M00055	0.021956	2.569174	0.883300457509		775	4.28628922259	prostaglandin E synthase 3	107857	0.484801072865	PTGES3	24387
chrX	153991797	153991809	+	M00055	1.772523	3.210113	0.88536965689		773	4.30230888267	H/ACA ribonucleoprotein complex subunit 4	107690	0.173913043478	DKC1	19134
chrX	153991797	153991809	-	M00055	1.781466	3.210113	0.929301429353		773	4.6424269342	H/ACA ribonucleoprotein complex subunit 4	104672	0.23746701847	DKC1	19134
chr22	42084139	42084151	+	M00055	1.200695	2.491267	0.904963178726		768	4.45400115676	NHP2-like protein 1	106111	0.284892086331	NHP2L1	36085
chr22	42084139	42084151	-	M00055	1.209222	2.491267	0.928943676262		768	4.63965722386	NHP2-like protein 1	104702	0.332606324973	NHP2L1	36085
chr19	39971810	39971822	+	M00055	0.743017	2.739381	0.885525794763		765	4.30351769594	mitochondrial import inner membrane translocase	107662	0.329682902909	TIMM50	32216
chr19	39971810	39971822	-	M00055	0.743017	2.739381	0.885525794763		765	4.30351769594	mitochondrial import inner membrane translocase	107663	0.329682902909	TIMM50	32216
chr2	70313380	70313392	+	M00055	2.134319	3.977561	0.938516194818		761	4.71376728537		104292	0.202247191011	LOC400960	3789
chr2	29118283	29118295	+	M00055	0.899868	2.622444	0.92950135378		757	4.64397474124	WD repeat-containing protein 43	104656	0.427240461402	WDR43	4791
chr10	65281871	65281883	-	M00055	0.801397	2.463688	0.920851733418		755	4.57700972118	receptor expression-enhancing protein 3	105213	0.42972972973	REEP3	20403
chr8	23387109	23387121	-	M00055	0.714511	2.288713	0.889247751941		753	4.33233294177	mitoferrin-1	107408	0.345195145949	SLC25A37	15186
chr8	23387109	23387121	+	M00055	0.727481	2.288713	0.914398264473		753	4.52704721888	mitoferrin-1	105535	0.427245358756	SLC25A37	15186
chr9	86152590	86152602	+	M00055	1.726689	3.731678	0.914210651057		752	4.52559472319	FERM domain-containing protein 3	105547	0.215415019763	FRMD3	15829
chr9	86152590	86152602	-	M00055	1.731023	3.731678	0.928048489093		752	4.63272672007	FERM domain-containing protein 3	104760	0.23488372093	FRMD3	15829
chr1	43148807	43148819	+	M00055	0.460205	2.514841	0.896269239014		748	4.38669301804	nuclease-sensitive element-binding protein 1	106732	0.439546599496	YBX1	1848
chrX	153627311	153627323	+	M00055	1.801571	2.885349	0.966577483256		747	4.93101667487		103642	0.254237288136	RPL10	19091
chr11	13690945	13690957	-	M00055	0.953628	1.779521	0.934669412119		746	4.68398564528	fatty acyl-CoA reductase 1	104445	0.441784548422	FAR1	21790
chr15	93615637	93615649	+	M00055	0.291435	1.984363	0.926258789251		746	4.6188709344	repulsive guidance molecule A isoform 2	104884	0.487569060773	RGMA	27898
chr2	73520084	73520096	+	M00055	0.340363	2.288745	0.898689024967		739	4.40542690555	early growth response protein 4	106548	0.48176	EGR4	4996
chr5	149110543	149110555	-	M00055	2.209912	3.551579	0.945399516752		735	4.76705769259	peroxisome proliferator-activated receptor gamma	104055	0.202797202797	PPARGC1B	9827
chr17	49336689	49336701	+	M00055	1.951642	2.758708	0.955890170373		732	4.8482759196	MBT domain-containing protein 1	103825	0.254335260116	MBTD1	29433
chr15	40651158	40651170	-	M00055	0.940242	2.041108	0.928981175894		731	4.63994754453	protein dispatched homolog 2	104679	0.408699397071	DISP2	27333
chr17	3795600	3795612	+	M00055	0.746465	3.157151	0.895733927753		731	4.38254865935	calcium/calmodulin-dependent protein kinase	106773	0.359489051095	CAMKK1	29888
chr14	39737049	39737061	-	M00055	0.771643	2.044655	0.908224043892		728	4.47924664639	cutaneous T-cell lymphoma-associated antigen 5	105904	0.388181818182	CTAGE5	26188
chr3	142721091	142721103	-	M00055	1.163898	3.335592	0.919154072951		726	4.56386650074	U2 snRNP-associated SURP motif-containing	105274	0.327227310575	U2SURP	6601
chr1	226251145	226251157	+	M00055	1.986138	2.707737	0.897009815909		724	4.39242653518		106663	0.16472303207	LOC440926	3558
chr1	226251145	226251157	-	M00055	1.990982	2.707737	0.966577483256		724	4.93101667487		103639	0.23	LOC440926	3558
chr9	130330625	130330637	-	M00055	0.887444	2.629481	0.890447685243		724	4.34162277811	niban-like protein 1 isoform 1	107345	0.306483691329	FAM129B	16173
chr9	130330625	130330637	+	M00055	0.899339	2.629481	0.936496572964		724	4.69813145255	niban-like protein 1 isoform 1	104343	0.44387755102	FAM129B	16173
chr2	232328477	232328489	+	M00055	2.191724	2.830582	0.890731615567		722	4.34382095549	nucleolin	107273	0.165137614679	NCL	5844
chr2	232328477	232328489	-	M00055	2.197252	2.830582	0.988380000317		722	5.09981090294	nucleolin	103487	0.125	NCL	5844
chr19	50379853	50379865	+	M00055	1.073611	4.258211	0.905284080051		719	4.45648556217	proline-rich AKT1 substrate 1	106075	0.314362336114	AKT1S1	33826
chr7	55087437	55087449	-	M00055	0.457709	1.565139	0.89165298616		719	4.35095417032	epidermal growth factor receptor isoform b	107153	0.410396323952	EGFR	13042
chr7	55087437	55087449	+	M00055	0.478013	1.565139	0.913620266672		719	4.52102399055	epidermal growth factor receptor isoform b	105574	0.491909385113	EGFR	13042
chr7	31379814	31379826	-	M00055	0.666136	3.457145	0.898689024967		718	4.40542690555	neurogenic differentiation factor 6	106555	0.392459605027	NEUROD6	13558
chr7	130791067	130791079	+	M00055	0.827769	2.150299	0.893664080368		716	4.36652398244		107008	0.330819798917	FLJ43663	13256
chr12	62654890	62654902	+	M00055	1.186576	3.674074	0.898319307804		710	4.40256456984	ubiquitin carboxyl-terminal hydrolase 15	106579	0.27380952381	USP15	23487
chr12	62654890	62654902	-	M00055	1.186576	3.674074	0.898319307804		710	4.40256456984	ubiquitin carboxyl-terminal hydrolase 15	106580	0.27380952381	USP15	23487
chr10	128993707	128993719	-	M00055	0.604768	2.825373	0.900680138208		709	4.42084202581	hypothetical protein LOC642938	106377	0.424384949349	FAM196A	19560
chr1	71546258	71546270	-	M00055	1.006613	2.146448	0.933891414318		708	4.67796241696	zinc finger Ran-binding domain-containing	104471	0.414376321353	ZRANB2	2091
chr3	122745867	122745879	+	M00055	0.456551	2.424227	0.89230398234		703	4.3559941571	semaphorin-5B isoform 1	107109	0.415259172976	SEMA5B	6079
chr16	12009118	12009130	+	M00055	1.388636	1.781397	1.0		701	5.18977248267	eukaryotic peptide chain release factor	103449	0.277777777778	GSPT1	28571
chr4	74123797	74123809	+	M00055	2.80296	3.147965	0.983745611537		699	5.06393164761	ankyrin repeat domain-containing protein 17	103517	0.2	ANKRD17	8310
chr6	71123799	71123811	+	M00055	1.490601	1.902639	0.967291298648		699	4.9365430055	hypothetical protein LOC57579 isoform a	103624	0.324817518248	FAM135A	11192
chr22	20120054	20120066	+	M00055	0.814168	1.681973	0.93628533233		697	4.69649603588	probable palmitoyltransferase ZDHHC8 isoform 2	104375	0.461496149615	ZDHHC8	36194
chr2	232328502	232328514	+	M00055	2.19628	2.830582	0.971213579963		697	4.96690915291	nucleolin	103575	0.188679245283	NCL	5844
chr12	6644345	6644357	-	M00055	0.162017	1.945826	0.887440532882		695	4.31834152301	glyceraldehyde-3-phosphate dehydrogenase	107531	0.46180215475	GAPDH	23754
chr17	49336727	49336739	-	M00055	1.203334	2.80424	0.883938659466		694	4.291230157	MBT domain-containing protein 1	107811	0.238990017616	MBTD1	29433
chr17	49336727	49336739	+	M00055	1.213433	2.80424	0.92583065074		694	4.61555630292	MBT domain-containing protein 1	104896	0.326807228916	MBTD1	29433
chrX	128788238	128788250	-	M00055	1.444806	2.354781	0.902062354178		689	4.4315430874	apelin preproprotein	106282	0.236354273944	APLN	18766
chr2	192543542	192543554	+	M00055	1.492451	2.372643	0.927795698464		688	4.63076962498	SOSS complex subunit B2	104775	0.27362804878	OBFC2A	4446
chr10	103893467	103893479	-	M00055	2.004319	2.90807	0.896989656573		687	4.3922704624	peroxisome proliferator-activated receptor gamma	106671	0.158054711246	PPRC1	20738
chr10	103893467	103893479	+	M00055	2.004829	2.90807	0.903487366143		687	4.44257547388	peroxisome proliferator-activated receptor gamma	106166	0.166134185304	PPRC1	20738
chr15	83316040	83316052	-	M00055	0.421031	2.147735	0.881759730989		682	4.27436097858	cytoplasmic polyadenylation element-binding	108016	0.369106090373	CPEB1	27035
chr17	3795650	3795662	+	M00055	0.445681	2.959865	0.894615897897		681	4.37389291626	calcium/calmodulin-dependent protein kinase	106886	0.428378783338	CAMKK1	29888
chr17	3795650	3795662	-	M00055	0.454059	2.959865	0.903129613051		681	4.43980576354	calcium/calmodulin-dependent protein kinase	106174	0.477239082161	CAMKK1	29888
chr5	110560621	110560633	+	M00055	1.555017	3.158347	0.902000266989		681	4.43106241082	calcium/calmodulin-dependent protein kinase type	106298	0.215636822194	CAMK4	9668
chr5	110560621	110560633	-	M00055	1.56508	3.158347	0.935762815787		681	4.6924507334	calcium/calmodulin-dependent protein kinase type	104402	0.279352226721	CAMK4	9668
chr11	118022948	118022960	+	M00055	1.064602	2.443152	0.915120705443		676	4.5326403284	sodium channel subunit beta-4 isoform 2	105503	0.336486486486	SCN4B	22916
chr6	43543130	43543142	+	M00055	1.044716	2.98647	0.881765061738		676	4.27440224902	exportin-5	108015	0.263714028777	XPO5	11141
chr6	43543130	43543142	-	M00055	1.05907	2.98647	0.903830663362		676	4.44523326742	exportin-5	106148	0.316889146837	XPO5	11141
chr7	102984644	102984656	-	M00055	1.256614	2.236825	0.969707849074		670	4.95525184369	dnaJ homolog subfamily C member 2 isoform 1	103590	0.410071942446	DNAJC2	14116
chr16	71842305	71842317	-	M00055	0.970743	2.274799	0.905181403789		665	4.45569064659	AP-1 complex subunit gamma-1 isoform b	106089	0.336916622968	AP1G1	28231
chr11	47574123	47574135	-	M00055	1.496215	2.372759	0.893852688587		663	4.36798417985	CUGBP Elav-like family member 1 isoform 1	106969	0.211052631579	CELF1	22009
chr3	51423348	51423360	-	M00055	0.667153	2.45145	0.903509233406		663	4.44274476937	mesencephalic astrocyte-derived neurotrophic	106164	0.413670485974	MANF	7203
chr10	103893442	103893454	+	M00055	2.003889	2.90807	0.891509613368		662	4.34984418381	peroxisome proliferator-activated receptor gamma	107181	0.152941176471	PPRC1	20738
chr10	103893442	103893454	-	M00055	2.009319	2.90807	0.960693008036		662	4.88545929956	peroxisome proliferator-activated receptor gamma	103702	0.233870967742	PPRC1	20738
chr1	33501847	33501859	+	M00055	1.787935	2.68904	0.958287773817		659	4.866838071	adenylate kinase 2, mitochondrial isoform c	103760	0.282258064516	AK2	1707
chr4	71571306	71571318	+	M00055	1.299474	1.965491	0.930389540903		659	4.65085105095	protein RUFY3 isoform 3	104652	0.326597131682	RUFY3	8880
chr8	6566526	6566538	-	M00055	0.47232	2.122972	0.883171977873		655	4.28529453831	1-acyl-sn-glycerol-3-phosphate acyltransferase	107893	0.372398543184	AGPAT5	14968
chr8	6566526	6566538	+	M00055	0.487104	2.122972	0.905136469824		655	4.45534276961	1-acyl-sn-glycerol-3-phosphate acyltransferase	106094	0.471860643185	AGPAT5	14968
chrX	106872302	106872314	-	M00055	1.757728	3.634694	0.933891414318		655	4.67796241696	ribose-phosphate pyrophosphokinase 1 isoform 1	104480	0.241558441558	PRPS1	18573
chr3	142607390	142607402	+	M00055	1.9671	2.902622	0.915661807816		649	4.53682952165	procollagen C-endopeptidase enhancer 2	105467	0.188102893891	PCOLCE2	5988
chr3	142607390	142607402	-	M00055	1.97063	2.902622	0.95959358028		649	4.87694757318	procollagen C-endopeptidase enhancer 2	103747	0.25	PCOLCE2	5988
chr22	29664636	29664648	+	M00055	1.586045	2.210997	0.912698896079		645	4.51389077572	RNA-binding protein EWS isoform 2	105640	0.224817518248	EWSR1	36340
chr22	29664636	29664648	-	M00055	1.591681	2.210997	0.966412719805		645	4.92974108272	RNA-binding protein EWS isoform 2	103655	0.275167785235	EWSR1	36340
chr7	105162034	105162046	-	M00055	0.9764	2.197653	0.936320493305		645	4.69676825077	pseudouridylate synthase 7 homolog	104357	0.413773148148	PUS7	13178
chr9	21803273	21803285	+	M00055	2.233341	4.007067	0.91029366186		645	4.49526954716	S-methyl-5'-thioadenosine phosphorylase	105791	0.181818181818	MTAP	16308
chr9	21803273	21803285	-	M00055	2.23746	4.007067	0.946098780409		645	4.77247136427	S-methyl-5'-thioadenosine phosphorylase	104044	0.219230769231	MTAP	16308
chr15	44829900	44829912	+	M00055	1.729979	3.253674	0.936496572964		641	4.69813145255	eukaryotic translation initiation factor 3	104338	0.247409326425	EIF3J	27446
chr1	1407797	1407809	-	M00055	0.982035	1.865087	0.927270491292		640	4.62670349175	ATPase family AAA domain-containing protein 3B	104812	0.391485809683	ATAD3B	1117
chr1	1407797	1407809	+	M00055	0.985999	1.865087	0.941897643337		640	4.73994632658	ATPase family AAA domain-containing protein 3B	104186	0.400694444444	ATAD3B	1117
chr16	10275286	10275298	-	M00055	1.866595	3.365846	0.950345727208		632	4.80535105906	glutamate [NMDA] receptor subunit epsilon-1	103938	0.270833333333	GRIN2A	28061
chr5	173043028	173043040	+	M00055	0.741211	1.663342	0.925032711154		632	4.60937868609	biorientation of chromosomes in cell division	104955	0.45523415978	BOD1	10774
chr5	176874420	176874432	+	M00055	2.324163	3.258834	0.958076533183		631	4.86520265433	proline-rich protein 7	103794	0.235294117647	PRR7	10822
chr14	21851790	21851802	-	M00055	0.988283	2.707188	0.92402963469		629	4.60161290762	FACT complex subunit SPT16	105062	0.374812593703	SUPT16H	25993
chr22	39102426	39102438	+	M00055	1.851123	2.855968	0.913421337049		626	4.51948388524	GTP-binding protein 1	105612	0.204773869347	GTPBP1	36522
chr22	39102426	39102438	-	M00055	1.854927	2.855968	0.94188632713		626	4.73985871695	GTP-binding protein 1	104192	0.244604316547	GTPBP1	36522
